region	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russia	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	China	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Rest of Asia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Americas and Australia	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa
Hg - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04266027952	10.4320138762	2312.48467525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Refined copper; unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18366.5276395	0	0	0	0	0	0	0	0	0	0	0	0.655684604212	0.000102620121951	1.40716209311e-05	7.80538993484	0.940647920965	2.09119030256	1.0207102374	2.89943420808	123.659479804	6.02500721181	66.8398499139	5.34389282849	0.106269757763	9.08405111053	86.3914069212	6670.38200994	129.553167021	35.0766029293	43.3333511799	12.9762597113	47.9505320742	23.7243077797	36.1900301008	9.69462243287	0.36633037956	105.271156871	22.5139802511	3.18160661934	0.0010179879709	0.0427156682537	9.34248694289	3.77148032208	6.34103231186	6.39633128091	9.26066657405	57.0899144409	7.02961622263	58.2583679426	6.16816134601	0.157152320614	12.956550006	135.907382298	11175.3412521	486.585221513	68.538889982	113.554349486	14.098739414	24.2121874631	3.78369856634	212.027846255	17.1527662242	0.257123662107	33.3892289684	27.9579371931	8.00694708513	0.0101280520096	0.489601554681	6.07352552573	8.03510323249	1.67470356123	5.5354790118	6.3368968382	23.850041464	4.26394880499	88.1634097789	17.873379807	0.223882700081	57.4150186036	138.917951393	14837.4312972	292.253830708	144.188241683	47.6555088208	13.4847770709	382.68342414	17.9810343032	130.472823703	11.2430337778	0.0111288376372	124.900431582	22.7193957359	8.89462258277	5.1382759174e-07	0.0243079830782	6.12222152208	8.53604860567	2.67375626067	5.55942325648	3.85230218309	9.38710915159	4.28818709363	43.1497293176	9.90256341383	0.219032708447	15.415433573	49.0702009031	2125.91183722	36.1539654799	12.6916935255	17.7029571043	9.12876814844	15.5142655969	6.62088848877	47.0416887911	12.910006662	0.049043134436	36.5829319739	35.2581162597
Hg - non combustion - Refined lead, unwrought - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27142.175632	0	0	0	0	0	0	0	0	0	0	0	0.368957857258	0.000280015964482	0.000704398901795	2.1443040132	0.308932856963	0.83647341851	0.388191598752	3.51529021739	69.4669505498	1.83475522972	20.92301043	4.87092186196	0.11297687284	6.93927954992	61.0528292787	4272.46825848	114.155202813	30.4026650261	34.9520504759	13.1293638227	29.228226321	6.99001418321	37.1682688397	4.95293915494	0.130554822246	52.9254616204	10.8241408916	1.30003797308	0.000639995183425	0.00483578040472	5.57841376522	3.30091966279	2.526739118	4.93668664151	7.42917117208	44.5450795357	7.05809692359	90.1212856292	3.83091590895	0.0275723905099	10.3536072482	42.4669357033	4478.85107731	46.2169370685	7.79900244239	13.5788696835	9.1542736509	18.7137048595	2.08739500738	109.521781736	12.565332284	0.568967229864	21.8751032651	16.3367920727	10.2048251816	0.00440785767731	0.00629416086379	4.84754415612	7.06912407698	1.68397400363	4.39209037902	3.88190862665	40.4707333432	4.62007414681	90.4703126951	13.4525292336	0.154459780286	27.6292565927	380.614645946	11150.1187268	311.634880778	96.5016556573	33.5022179071	22.0400897583	863.549240922	8.80759290724	69.8085909223	16.8157726136	0.0105057895297	59.6317159911	26.550708383	2.44300365834	1.47344932507e-07	0.0192138441256	3.77545292961	2.03185942086	0.836132927164	2.24607807948	0.442722322892	4.32689069232	3.1490616329	70.8735720987	1.12007970451	0.026875857993	6.08056985589	18.8716811112	668.279579378	10.8152226408	3.42707705846	6.47051476254	5.93288870698	12.5602132714	1.92901996486	46.1108314561	4.17533139167	0.412508276236	20.2528790266	17.1546860386
HCB - non combustion - Secondary aluminium production - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg - non combustion - Steel production: basic oxygen furnace - air	117.469352889	0.00328883133489	0.0041702202528	16.1782136898	1.93121473681	4.04233790146	4.58443747177	9.36028817733	309.55580081	0.638234929367	59.3279467414	2.25039008626	0.0302545032303	7.29255268818	62.8778824992	12346.936347	68.4603959716	4.89949412508	0.575662460751	41.5596357378	36.1675851691	30.1219587647	303.031809319	60.343139326	0.415190292484	117.50436697	98.9752319469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5672.5700183	0	0	0	0	0	0	0	0	0	0	0	6.77457235852	0.000383903763296	0.0353278952661	9.12969503565	2.44297206459	4.3722311216	5.51796840484	3.78740679678	25.7415708718	2.21917410138	44.2249439127	8.0136742286	0.313263155348	18.2741965393	49.777403285	6773.81067754	59.9655626491	16.5575672455	28.4351891795	7.48349574186	22.2633844088	5.79522391045	39.2697975986	14.2919305672	0.105640550609	36.9375143845	20.4820112631	14.5478903408	0.00185800072283	0.00967329225192	22.6014109692	5.2958115404	9.20557449585	8.97911109558	30.3649477666	201.433426912	18.5346897415	291.304920827	27.5770502855	0.192337201501	37.4001280684	505.080534532	51674.3122482	330.707584251	112.06819447	139.814664334	45.5351061894	64.3821515215	36.614080495	253.463359749	18.1489724166	1.58098199867	119.208369314	78.7736651265	21.4248524929	0.0427434154893	0.0256689078111	27.1822813874	62.1914997641	5.45346002875	11.6319508686	6.82419680918	63.8478534296	6.70218980967	422.207898774	17.7565363989	0.252637619881	27.2011653945	173.733563207	41474.019792	339.253048087	493.967412259	76.4625126914	10.7992683761	28.0142645551	10.8287838691	130.50835073	20.7632889893	0.01155698511	80.5323010686	52.5894529298	6.62240193159	6.24531977472e-07	0.0548338753199	19.7040618319	8.20543951798	4.40618555763	6.62210131083	10.7950527663	36.6119134718	5.6175367682	260.112992148	7.06499313846	0.214757566491	12.7445366561	52.549135876	12258.6500488	79.7222004571	67.0594106038	57.9732846402	18.3868927359	25.439966214	7.73927100414	82.7354415606	12.9164403329	0.192346340044	64.6638041716	64.0455295849
Hg - non combustion - Steel production: electric arc furnace - air	781.920815178	0.0218917157124	0.0277585765083	107.688360627	12.8549018459	26.9073428039	30.5157642986	62.3056480854	2060.52147355	4.24833511016	394.909440956	14.9794547041	0.201385512449	48.5420120435	418.539167292	82185.917399	455.698506113	32.6129015444	3.83182889416	276.636786152	240.745241061	200.503245935	2017.09529797	401.66694999	2.76366493872	782.153882253	658.816892604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1428589.2101	0	0	0	0	0	0	0	0	0	0	0	33.6468826206	0.00289152852416	0.162230109085	69.1172574802	15.781581376	34.9183215366	29.1657435239	25.8653016361	549.111048964	38.5841432403	434.147439833	60.9432955284	1.48238200314	181.223811689	756.291972149	68317.5693587	1074.13484179	313.519891109	355.719298293	98.9532745013	201.966867045	133.009885341	520.656584012	113.496403423	1.60672090309	674.241746509	137.788454551	124.065720192	0.0362534912794	0.089334967788	195.03088588	46.3021962823	79.4443176779	86.9324856453	249.871941807	1706.007892	112.674022199	2434.71084704	1495.00188861	1.62122064378	1419.29205169	14333.3959827	403066.834953	11709.5617461	3626.16096142	2877.47477652	307.552713649	530.125895712	198.362169764	1962.47245856	149.769046431	12.6674237948	1320.57540525	638.271262029	183.295575049	0.346035019274	0.218651068313	231.639705123	524.603312245	46.519936513	98.8006329519	64.8606243004	642.88473475	57.8183052106	3658.99508476	151.497091957	2.16890803274	244.870287822	1575.8727682	400600.050285	3108.1177275	4037.20792009	855.631236565	93.4089983323	270.938418345	94.1681638538	1113.90849425	178.538553845	0.0992396013036	694.500641132	451.731437754	55.0192966182	5.18864763435e-06	0.455562993928	163.702480416	68.1712640498	36.606843356	55.0167990435	89.6913895668	306.821446104	46.6746763224	2161.03371814	58.7855560605	1.78421822985	106.120930157	440.877400973	103429.921528	678.965192198	587.135346767	493.656642266	152.759363713	211.356704341	64.2983091911	687.37081305	107.310530117	1.59802446992	544.991485044	537.83827965
Hg - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13313.8729723	0	0	0	0	0	0	0	0	0	0	0	0.280912773004	1.06581498662e-05	0.000533341411178	0.909221548654	0.677163848313	1.30660692719	0.439941250575	2.68101083577	77.8344481762	0.52343769444	7.24314419536	1.34164708288	0.0847470727263	20.445914366	120.598888247	9186.33189199	195.569178016	47.3747162809	36.5539871072	16.956113732	38.267364149	18.2562793535	42.3260726499	1.81170325684	0.287171547073	146.665057068	4.42351502287	3.42758807066	0.00100223145841	0.0437654976416	10.1348072608	3.84768532456	6.49782363898	6.41991219404	11.5015658692	64.4701697609	8.0517232275	80.2218046557	6.79375984324	0.163358202883	14.2059716149	206.066479224	15171.9955747	874.399000639	111.914791993	179.047108245	17.9965488638	27.6785554409	4.93514008152	233.503915216	18.1536429943	0.442880587619	38.0041233546	33.5339326223	12.005118303	0.00712113082946	0.00682118887757	7.2930577676	11.1465396714	2.49202932261	8.30015489849	8.73698245542	27.25135474	6.365098816	131.708706498	26.0146544408	0.336634160233	80.1500364964	180.018745072	13651.1960744	208.119489409	84.1882590968	59.4360674529	17.7795089379	519.702360015	25.1026641436	171.692496205	16.8639190028	0.0167342317056	126.082925244	34.0286145405	4.58318959668	2.64763260165e-07	0.0125253313587	3.15463660515	4.39842486875	1.37772364864	2.86463990973	1.98500061408	4.83695633019	2.20960184575	22.2340395748	5.10255777537	0.112862397628	7.354122778	23.2111934353	878.25139812	17.8709766755	6.49781282701	7.68719151027	4.70383929381	7.99413578509	3.41158795217	24.2394746569	6.65222247216	0.0252707724745	17.8751347031	16.0288830267
Hg - non combustion - Zinc, unwrought, not alloyed - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36793.9903534	0	0	0	0	0	0	0	0	0	0	0	0.41802391146	7.67863390369e-06	2.58121063936e-06	4.0094306833	0.716145614712	3.47076912365	1.07130548924	8.33097201582	112.218238188	3.07915792216	57.3725749468	2.84365271265	0.0739322267944	16.9656089716	171.940960308	9158.42079532	206.093268633	35.2044131133	34.5273361841	17.0725519069	39.8543831527	13.8781725083	42.5264813748	6.66994556074	0.0964058959526	180.592724599	100.41255454	2.05050410988	0.00106883565706	0.00791067281786	9.05011898631	5.45704660154	4.13064022809	8.22800006664	11.6372691724	70.9930822726	11.2877192576	135.606227552	6.96384843278	0.0453130254324	16.8368368743	79.7997197852	9032.85605294	214.378027295	22.333388163	39.3422410308	15.401235606	30.7940078301	3.17821688626	184.821435354	20.5837235192	0.865002776318	35.1756595642	25.5553078595	9.80445936053	0.0288537031477	1.04672389108	10.8242672396	10.1409607497	1.68908024176	4.67340561753	6.72624318924	55.9428904305	4.57670604026	95.7706512036	15.8052607779	0.146975416056	49.9152421893	172.073136581	11637.0646077	296.991844393	144.449367312	55.5366779284	28.4422767476	1085.93903481	13.7178574816	156.966482785	16.2662432685	0.00999325375012	145.195951846	25.7766735762	28.0524128217	1.6919257815e-06	0.220627867446	43.3526015437	23.3313442142	9.60110966944	25.7911646182	5.08319118643	49.4518705139	36.1595645476	813.823874503	12.847076401	0.308608896585	60.8437614757	186.428916246	5662.73498872	111.971751052	36.6713793074	53.8242545375	68.1259083116	144.225853537	22.150463922	529.47938704	47.9443080105	4.73673153038	216.45058068	162.397831356
Indeno - non combustion - Primary aluminium production - air	553.812308561	0.0879758009262	4.15632227509	74.2925785013	7.43026942642	16.8913856322	15.9852181147	42.8872296956	1442.77965632	38.4890451956	179.198144868	9.52145198632	0.0898361904825	42.1492975065	482.122350135	69107.1431721	208.392362025	54.5844852359	10.0291461418	106.244934787	196.984167451	131.878905183	1509.2027417	164.599655017	1.50242211414	492.097688446	260.210480811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36543.0617797	0	0	0	0	0	0	0	0	0	0	0	8.68142510657	0.00172074840595	0.0962406534068	16.0755733323	4.97123448763	7.59307438195	7.40292812637	24.5946033512	274.255017607	3.70874296976	98.4883402953	72.4298873762	0.395182931392	134.116023606	562.68978748	56594.6224254	1094.41861128	295.756449139	174.054553209	91.4727945712	136.905304457	56.2555154648	208.308702635	34.99033816	0.99259610159	434.777687218	68.9237694789	31.4614902414	0.00445821914048	0.428643156475	112.154445633	26.6868350044	35.1411255451	44.5283166515	83.03173654	448.333966994	50.7458831279	1105.18423687	56.1079476222	1.08264164101	112.590304504	2158.16785939	56752.9279453	1200.58696537	171.426529737	341.451205533	77.0598343206	137.191155743	53.5673429314	1086.97572783	138.314813991	0.825919788484	320.944763194	292.931095773	65.2164047118	0.034163719177	0.188996151085	61.8773773436	168.637021623	12.7530094758	22.5813685459	18.8894272114	118.000702318	22.9897683241	307.088838572	62.3054200394	0.7688027302	161.65947335	615.49344234	67737.4550526	969.268821147	395.620316412	321.941871789	31.5761046286	100.534957768	40.8376200695	485.828663373	78.0404884708	0.0456823183456	315.488105259	163.740977085	35.6282085512	3.13746377312e-06	0.376763332189	71.765640623	40.6283737244	16.6376965275	26.4265643327	19.1122367401	40.1013779676	24.1209118079	441.584519974	34.2454932111	0.937948115691	72.5268681509	230.178895426	18635.3366797	183.820139259	55.1829666998	102.834609213	54.4728396015	75.6754901455	34.2821498034	386.398463791	91.5843206339	0.447740082646	216.306099912	231.318795963
Indeno - non combustion - Production of coke oven coke - air	49.3793600243	0.00998038908054	254.798048454	449.579226248	49.0431385587	66.6957682315	70.068018658	13.722621816	162.591990432	131270.496172	697.751398199	12.1015419197	0.127482749427	170.623116761	3393.71015997	4825.753472	2053.34601301	27.2952110007	7.7133183397	2901.77610056	3155.54207079	108.532179556	4341.81151239	3430.33287155	26.8811457676	1083.99741638	8099.64882115	0	0	0	0	0	0	0	0	0	6835902.94245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.330047591	0.00887138465882	0.00274288987665	350.667938763	42.8687784849	90.9283693176	93.3340513667	453.360592263	6386.88413702	116241.519888	1425.74893302	342.073188234	0.671434606047	544.791742703	6988.6773599	1675.35359206	396.539648257	66.6217802156	188.260903647	248.801488333	1117.15239819	131.419149285	1406.45576444	1105.08790628	43.3391460981	2964.64862587	1606.24843018	243.794936907	0.045612142518	0.116856383844	959.606614751	490.182992119	489.074468159	737.638497141	2013.90484675	17862.46821	150179.062499	3806.22306571	285.375497727	14.928123407	358.291312542	21216.083419	5189.79203919	1453.05388352	496.383007393	882.518815968	952.164203259	2207.7949	1011.67848398	9700.55714848	1906.39828066	4.49487403464	1900.96874913	704.4992882	271.698240098	0.212968937636	0.00519280742594	742.399514139	222.615276654	160.7426035	307.973895586	735.839464781	6893.25837159	134860.324104	1283.23165947	305.428639326	1.71923995793	364.488304235	10202.0821241	2540.57777168	920.582608756	220.648340925	342.522577155	232.306483282	745.781783887	269.679233643	2374.68272237	519.265982326	0.0921997222882	1821.04848913	600.718727092	254.167237482	3.29249033844e-05	0.0015833759326	483.392103952	125.704438901	219.967704118	686.25366483	1015.37932793	4079.54675737	66523.9406034	1926.9392184	334.858375868	5.4005155443	167.56991669	11030.1097332	2391.59859361	817.211533361	140.685441735	365.214125912	362.672239503	1068.70973985	1252.90202545	4294.43955905	1508.20023984	6.88080952257	15665.5358488	7640.12606807
Indeno - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6399041928	156.480208143	34687.2701286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NH3 - non combustion - N- fertilizer production - air	5228.13118887	135.946492848	6059.52978709	21233.158379	6954.46515566	5297.77637074	9486.04434371	31712.3127547	209991.091568	6093.99193713	39498.396103	9582.02381913	114.126391451	15545.3951976	7264378.97133	95896.947453	41132.5312639	8987.49134446	4158.22614321	11562.6666811	20202.516473	419.559476052	77166.2965177	31808.2058697	2427.41881483	36680.2426695	146962.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108904585.996	0	0	0	0	0	0	0	0	0	0	0	0	225624.290728	16373.4954708	156317.122102	833655.262934	96480.3922815	120373.597237	173474.218239	75970.447238	361969.082572	58367.3669778	414726.036951	119902.375197	9857.26998406	297301.174529	15643748.1453	398247.10032	344094.941854	206551.15216	120897.274107	97033.5166849	330559.784889	43300.3593705	568122.962596	67565.9238427	4403.70091598	501075.331579	212408.984729	1138983.66106	66199.6211791	576760.124611	3215354.50224	301932.71122	291720.721452	590961.948272	310451.750263	1095249.62117	73876.3583848	1484903.88965	293656.165164	59960.7791547	763780.498867	26293558.6637	1913569.22768	1334823.42042	419205.468246	262910.385257	427060.940908	688739.986749	233336.370832	1381901.56585	23694.473505	3194.41885624	1232031.75777	501443.991632	948204.208387	40901.7162677	561504.523072	2729316.72766	269285.82366	267953.434216	575566.915872	179586.945195	645979.20855	204620.834501	844834.553909	534748.007665	70526.0021909	813673.491473	21403984.7838	897898.970634	1392697.75024	519795.760932	326598.255	296390.296115	815294.236494	112490.804175	1031041.65223	84055.2355708	965.784826752	906422.010523	775843.894977	531667.403178	31058.8111725	202193.842153	1609781.77733	42844.3376048	86826.6405937	188650.824038	17324.0069842	68337.1025059	17884.6038982	283028.989114	65892.3132829	13105.8708528	94063.5620232	314479.13332	202980.213464	158432.046064	50021.6870033	35962.6074245	48405.732206	84872.0602382	42751.1243176	185692.546479	12637.5453194	2201.01446408	186598.901366	141017.364378
NMVOC - non combustion - Beef and veal - air	676.08440318	1877.51566204	1641.83263387	9687.22889093	389.301537666	93.7419472858	135.806611886	81.7906036063	692.901485707	12.1714298001	85.3058904933	38.7637699668	98.3582419546	119.182215591	352.040188758	512.628597108	433.224969775	96.1033611845	18.1651693981	135.884712683	275.802515548	555.621727011	18263.6256374	2898.72683716	8.48586538815	3326.64676633	2678.85181446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11911.8909425	562.518514731	1024.34634469	1590901.06969	5000.61205195	51003.1094594	867788.589128	70.823365202	1029.28993964	76.5822480287	7777.14987077	4396.73440483	273.460252014	2672.50020352	20815.0179135	1671.58493238	4558.75821139	566.340805267	1922.37060705	302.341151111	1320.01266359	2874.80795423	44566.994119	4647.04186051	308.873964185	34840.1664701	3836.26961855	1472.99179726	313.001164529	902.107571568	243227.034027	381.621683775	245.344332838	8371.51647567	71.404576466	327.203484514	31.127293514	148.585185046	183.521419055	72.3532829922	206.729721627	3966.19961467	192.835889757	292.528095909	93.2304117751	229.708528366	105.514947769	198.160331084	98.58288264	4377.71521789	201.94129768	4.51367663344	1393.92537344	1279.80204022	42904.8343926	2520.82948204	80153.8887694	8919397.74946	26325.4072709	9063.22995268	387440.751542	78.3018887132	1157.80969649	1210.98914441	1206.00381556	8570.66370696	2461.38568923	60092.7167867	25987.0755816	4240.15520912	5115.27978228	2877.29060915	6264.17466972	2355.27953569	9284.59407572	1746.0857151	170383.630629	6496.90077476	7.73163340605	32216.6694994	28078.1553227	155721.340963	42739.3890438	82180.0759957	913170.938626	46372.6731911	10670.7817217	146028.146281	320.896265512	2899.50574216	379.499423355	4619.77800533	11902.2767149	2405.65898133	10104.8546184	23735.6568733	5964.80812895	9310.61384784	3938.76374582	7753.02197658	6584.52718682	12176.1997145	5575.89628125	61383.371072	7810.58745117	207.176507016	31250.1740119	35457.9008668
NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air	297.858903532	9.29791662479	8.58943962211	264.493233858	117.753476878	129.559740727	159.087115842	104.810077835	1125.65811369	631.813385043	1505.98635667	669.427647378	523.006839777	1983.62367293	4517.3348968	485828.047652	909.859939081	1376.27951232	289.458441	2842.99426475	2785.46942166	204.931705731	7443.98101177	4108.0715443	6.24035143652	3252.03898927	6693.98461863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3384267.40399	0	0	0	0	0	0	0	0	0	0	0	733.333879412	19.4571662853	35.2596921726	3263.77253981	698.240659447	1262.36726234	1201.19759277	523.777097053	18963.4079287	226.50963515	1761.46424685	15455.9824672	203.513032531	55865.1463197	163881.106251	7408557.00283	980002.087129	480590.670963	269419.664002	2534.44941741	4433.37775634	100675.811512	59680.8523103	17552.3832792	371.422046596	140704.804915	8200.25452436	862.602904603	42.4222996133	184.581335653	3118.63068501	461.632908716	479.25712673	736.907729764	2671.13037378	4258.8388994	392.554659491	3597.2000038	3687.4054292	99.5101230114	8358.26141004	57746.91179	5415456.81042	257552.036639	60309.6922995	73162.400216	1737.03846637	2423.24993789	12499.9918187	36520.0226003	5084.08098997	104.264511878	13767.8983629	8635.46497982	432.015094413	8.29700037851	105.193422109	1775.45765718	724.173478287	142.415941977	953.04742024	554.26521418	4094.00770737	108.511133545	945.245737167	8304.7938394	177.476800723	49178.6843157	168752.096125	9990948.89581	598135.042973	211760.502908	139765.449221	660.117168573	2136.67993058	5296.98919482	17583.2752494	1185.9077765	52.0990094615	51407.8276854	6494.96542228	1302.05694907	37.1602638987	806.234012394	3401.70360614	433.552862388	225.532089848	530.396038995	1380.13335932	3004.77038038	167.482761492	1401.97606887	1436.54647409	45.2496502433	3342.38386135	8399.50149576	621296.17159	47257.2980561	11493.0226144	9851.02577658	540.277320651	788.280506631	5451.26441771	8401.09736844	1230.26293657	86.0223942391	8836.11975493	12006.4944832
NMVOC - non combustion - Decorative paint applicatoin - air	149296.884776	6975.5502588	12168.3004471	58890.0344493	74071.2937103	254992.085793	151844.507206	219984.598388	886125.703019	1191.97425863	218015.852847	376608.692558	9587.1961461	673689.937467	9362277.22536	883762.596787	245631.080495	66124.0161204	14744.7086655	46837.8793136	53946.1010778	669036.508709	189779.763675	495321.506242	99266.6983438	242119.295419	254850.97256	446822.765257	4248.49990256	43395.4073478	270624.49907	563728.650936	261717.059627	1120025.50165	375124.180509	4264575.80023	114412.897375	1224833.92057	17391431.6311	145948.705878	8197352.99916	147338252.37	6963351.75793	10383625.3036	1371117.43292	2014168.99639	6095.84980188	141510.388279	991283.930295	637187.668122	1025647.33259	329.883957794	13106389.4602	82914439.1227	9700997.33603	1910882.81512	256270.426183	4911929.59149	1287785.03958	3699768.1801	5170674.1051	258555.903719	4136136.67664	1809812.77306	2097792.01509	10716489.1573	617201.767796	16247694.7516	102477302.127	19401468.6725	11225752.2888	8454695.14475	5167943.87714	7394801.99723	6250553.66092	13255104.0261	5253964.41734	2304481.35973	235538.655084	16876946.9611	61102135.014	2837831.87302	439573.193398	66155.032535	1182109.55513	690706.032303	1452773.18749	2740426.26017	173063.027445	3589977.69534	502818.536225	1389303.13531	19520527.6422	31356.6525645	9056954.89573	167393085.742	4485087.54212	14018691.2513	3479918.85399	2549236.40433	311875.968979	874522.563661	12380579.3808	5122458.14065	802422.401498	68622.9661724	5451295.41739	71786824.2425	10813116.3557	244145.339287	1761919.05354	4024516.30356	928585.333997	2300198.95425	6227482.91548	2547053.64227	17006144.8925	39306.4804007	3618918.5474	13831427.4418	1660126.76652	17212600.6095	294010393.909	14607900.3301	18281557.5571	9083488.63858	7090481.10362	2452595.55016	2312406.71341	16033018.2515	3200933.97498	964330.269706	682271.87224	20125020.287	94352572.5322	1639805.83619	76358.3735157	320022.342994	729952.009688	49512.6272156	174817.731108	308387.376288	16200.8816182	401183.224476	784.676486767	975321.252414	370914.100155	52397.7151978	872567.951378	3414496.61915	313576.451081	158422.526836	464166.582082	88285.4026725	9887.59278974	314425.315487	2926232.01557	496276.402803	408592.384952	130309.77701	1337281.44608	4256429.1786
