region,sector,0
Russia,Office machinery and computers (30),224808.3916210899
Russia,"Electrical machinery, audiovisual, and medical equipment",496121.1759627281
Russia,Vehicles and transport equipment,1056223.2000710773
Russia,Furniture; other manufactured goods n.e.c. (36),223338.17500801713
Russia,Secondary raw materials,33171.43468109659
Russia,Electricity by coal,217873.31905231433
Russia,Electricity by gas and petroleum products,485840.14615129237
Russia,Electricity by nuclear,591735.1304432737
Russia,Electricity by hydro,1684326.344181049
Russia,Electricity by wind,930997.9760914887
Russia,Transmission and distribution of electricity,139860.48303878302
Russia,"Produced gas (Gas works, Blast ovens, etc.)",8538.085008235634
Russia,Distribution services of gaseous fuels through mains,4157733.02751516
Russia,Steam and hot water supply services,20085294.918459583
Russia,"Collected and purified water, distribution services of water (41)",535646.0748924904
Russia,Construction work (45),883116.0243987595
Russia,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",51402.92628982561
Russia,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",533709.3323524941
Russia,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",509247.6429079616
Russia,Hotel and restaurant services (55),605431.2910422537
Russia,Railway transportation services,890569.431313118
Russia,Other land transportation services,469625.53898187145
Russia,Transportation services via pipelines,3091417.7475578585
Russia,Sea and coastal water transportation services,804725.058936177
Russia,Inland water transportation services,93651.52876440139
Russia,Air transport services (62),1352334.028893356
Russia,Supporting and auxiliary transport services; travel agency services (63),378847.74825917697
Russia,Post and telecommunication services (64),727131.0911615933
Russia,"Financial intermediation services, insurances",161107.96350345813
Russia,Real estate services (70),539163.9333673803
Russia,Renting services of machinery and equipment without operator and of personal and household goods (71),3330.0
Russia,Computer and related services (72),109428.0
Russia,Research and development services (73),2636411.61068343
Russia,Other business services (74),154665.0
Russia,Public administration and defence services; compulsory social security services (75),234496.80523069703
Russia,Education services (80),379887.1179065361
Russia,Health and social work services (85),446777.47198458714
Russia,Waste incineration,599973.1246306447
Russia,Waste for treatment: biogasification and land application,12165.382043036494
Russia,Composting and land application,128534.84162659693
Russia,Landfill,1973734.4129461986
Russia,Membership organisation services n.e.c. (91),677.611707282076
Russia,"Recreational, cultural and sporting services (92)",2324723.421526204
Russia,Other services (93),375.0
Russia,Private households with employed persons (95),1684.0
Russia,Extra-territorial organizations and bodies,0.0
China,Paddy rice,172556.0
China,Wheat,119864.0
China,Cereal grains nec,415570.0
China,"Vegetables, fruit, nuts",1080353.0
China,Oil seeds,281348.0
China,Crops nec,2321115.0
China,Cattle,107796.0
China,Meat animals nec,388993.0
China,Animal products nec,506301.0
China,Raw milk,1802375.0
China,"Products of forestry, logging and related services (02)",2897997.0
China,Fish and other fishing products; services incidental of fishing (05),24275.0
China,"Coal, peat",131491135.0
China,"Crude petroleum and services related to crude oil extraction, excluding surveying",12004984.24974518
China,"Natural gas and services related to natural gas extraction, excluding surveying",5075706.0
China,Mining & Quarrying,6204770.369180581
China,Meat products,249236.0
China,products of Vegetable oils and fats,1009.0
China,Dairy products,62949.0
China,"Other food, beverages, tobacco",13347450.0
China,"Textiles, apparel, furs, leather",4838072.0
China,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,899041.0
China,Pulp,113992.36658980933
China,Paper and paper products,2432489.0199249275
China,Printed matter and recorded media (22),641109.0
China,Coke and Tar,3760351.250092662
China,Petroleum products,52750890.74987286
China,Nuclear fuel,24194.0
China,"Plastics, basic",508313.0
China,N-fertiliser,6875.0
China,P- and other fertiliser,767404.0
China,Chemicals nec,24582090.20129208
China,Charcoal,0.0
China,Biofuels,106950.79869641337
China,Rubber and plastic products (25),3842948.0
China,"Glass, tiles, ceramics, bricks",5539132.0
China,"Cement, lime and plaster",13143110.0
China,Other non-metallic mineral products,11935485.0
China,Basic iron and steel and of ferro-alloys and first products thereof,32438822.0
China,Precious metals,1003516.0
China,Aluminium and aluminium products,6445764.0
China,Other metals and products thereof,5413305.0
China,"Secondary lead for treatment, Re-processing of secondary lead into new lead",4087369.0
China,Foundry work services,10166225.0
China,"Fabricated metal products, except machinery and equipment (28)",3054500.0
China,Machinery and equipment n.e.c. (29),550592.0
China,Office machinery and computers (30),845057.0
China,"Electrical machinery, audiovisual, and medical equipment",1256372.0
China,Vehicles and transport equipment,2269603.0
China,Furniture; other manufactured goods n.e.c. (36),1988760.0
China,Secondary raw materials,14870.0
China,Electricity by coal,141218108.0
China,Electricity by gas and petroleum products,4329430.0
China,Electricity by nuclear,99806.0
China,Electricity by hydro,8748587.0
China,Electricity by wind,9830352.769369338
China,Transmission and distribution of electricity,335537.0
China,"Produced gas (Gas works, Blast ovens, etc.)",8930262.563906694
China,Distribution services of gaseous fuels through mains,12377995.436093505
China,Steam and hot water supply services,16558741.0
China,"Collected and purified water, distribution services of water (41)",1195062.0
China,Construction work (45),2953323.0
China,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",74934.0
China,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",69747.0
China,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",208426.0
China,Hotel and restaurant services (55),410286.0
China,Railway transportation services,2004419.0
China,Other land transportation services,403605.0
China,Transportation services via pipelines,77587.0
China,Sea and coastal water transportation services,3619174.0
China,Inland water transportation services,5036133.0
China,Air transport services (62),4777991.0
China,Supporting and auxiliary transport services; travel agency services (63),352787.0
China,Post and telecommunication services (64),22348.0
China,"Financial intermediation services, insurances",1151397.0
China,Real estate services (70),981923.0
China,Renting services of machinery and equipment without operator and of personal and household goods (71),679972.0
China,Computer and related services (72),191132.0
China,Research and development services (73),342165.0
China,Other business services (74),1551916.0
China,Public administration and defence services; compulsory social security services (75),3832044.2251843335
China,Education services (80),1912080.0
China,Health and social work services (85),4243681.0
China,Waste incineration,967129.0
China,Waste for treatment: biogasification and land application,0.0
China,Composting and land application,206445.0
China,Landfill,92630.0
China,Membership organisation services n.e.c. (91),2115495.0
China,"Recreational, cultural and sporting services (92)",211546.0
China,Other services (93),266207.0
China,Private households with employed persons (95),106507.0
China,Extra-territorial organizations and bodies,0.0
France,Paddy rice,55.0
France,Wheat,129266.76390383532
France,Cereal grains nec,73533.89254039881
France,"Vegetables, fruit, nuts",64734.692741276536
France,Oil seeds,49092.01764898019
France,Crops nec,17185.44791988914
France,Cattle,47964.28566404059
France,Meat animals nec,86263.88153396451
France,Animal products nec,36170.38847769695
France,Raw milk,53220.16018758915
France,"Products of forestry, logging and related services (02)",96753.05868970667
France,Fish and other fishing products; services incidental of fishing (05),17679.0
France,"Coal, peat",22827.07035161966
France,"Crude petroleum and services related to crude oil extraction, excluding surveying",58370.0
France,"Natural gas and services related to natural gas extraction, excluding surveying",172218.0
France,Mining & Quarrying,61347.022533698146
France,Meat products,214104.82738479236
France,products of Vegetable oils and fats,10494.968899662943
France,Dairy products,124432.5710954967
France,"Other food, beverages, tobacco",910898.2779078342
France,"Textiles, apparel, furs, leather",40995.03333641509
France,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,117958.41537592655
France,Pulp,134530.0
France,Paper and paper products,135423.0
France,Printed matter and recorded media (22),130573.08595314155
France,Coke and Tar,19666.0
France,Petroleum products,5834930.385136189
France,Nuclear fuel,3101.0
France,"Plastics, basic",1029255.007837719
France,N-fertiliser,1825.0
France,P- and other fertiliser,5563.13948702117
France,Chemicals nec,453994.09901769273
France,Charcoal,0.0
France,Biofuels,6533.880793130811
France,Rubber and plastic products (25),17019.0
France,"Glass, tiles, ceramics, bricks",159673.0
France,"Cement, lime and plaster",225470.0
France,Other non-metallic mineral products,76954.0
France,Basic iron and steel and of ferro-alloys and first products thereof,413065.5164646092
France,Precious metals,42296.0
France,Aluminium and aluminium products,29592.0
France,Other metals and products thereof,97252.4835353906
France,"Secondary lead for treatment, Re-processing of secondary lead into new lead",42211.0
France,Foundry work services,56357.23886188424
France,"Fabricated metal products, except machinery and equipment (28)",44806.98627936053
France,Machinery and equipment n.e.c. (29),9100.333666619312
France,Office machinery and computers (30),55248.51551956395
France,"Electrical machinery, audiovisual, and medical equipment",165353.43175249925
France,Vehicles and transport equipment,120337.0
France,Furniture; other manufactured goods n.e.c. (36),181641.60626923156
France,Secondary raw materials,0.0
France,Electricity by coal,258925.86608092935
France,Electricity by gas and petroleum products,117967.40163102731
France,Electricity by nuclear,108819.89681946725
France,Electricity by hydro,408991.7946368849
France,Electricity by wind,177041.81229776534
France,Transmission and distribution of electricity,176.8120283450132
France,"Produced gas (Gas works, Blast ovens, etc.)",7664.073719031829
France,Distribution services of gaseous fuels through mains,576701.8514230947
France,Steam and hot water supply services,810608.925406818
France,"Collected and purified water, distribution services of water (41)",14978.944750678365
France,Construction work (45),166015.6556856334
France,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",25987.0
France,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",105029.0
France,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",12934.0
France,Hotel and restaurant services (55),142581.79188178424
France,Railway transportation services,1096985.5982017568
France,Other land transportation services,2034.4496702335
France,Transportation services via pipelines,570722.7536031508
France,Sea and coastal water transportation services,380065.0
France,Inland water transportation services,301730.0
France,Air transport services (62),1593511.0
France,Supporting and auxiliary transport services; travel agency services (63),737219.7063966547
France,Post and telecommunication services (64),90329.0
France,"Financial intermediation services, insurances",231388.0
France,Real estate services (70),150914.0909802994
France,Renting services of machinery and equipment without operator and of personal and household goods (71),63812.40916315396
France,Computer and related services (72),70673.10975198075
France,Research and development services (73),44541.19300338452
France,Other business services (74),328986.42837440723
France,Public administration and defence services; compulsory social security services (75),231501.46199332076
France,Education services (80),136123.91297825915
France,Health and social work services (85),188802.093050214
France,Waste incineration,499476.92073070933
France,Waste for treatment: biogasification and land application,5265.206488964343
France,Composting and land application,12348.591898887727
France,Landfill,14538.920552370524
France,Membership organisation services n.e.c. (91),37549.45076082848
France,"Recreational, cultural and sporting services (92)",201146.99724439444
France,Other services (93),8058.392029117093
France,Private households with employed persons (95),4424.0
France,Extra-territorial organizations and bodies,0.0
Italy,Paddy rice,96686.99249367329
Italy,Wheat,77288.06584763093
Italy,Cereal grains nec,11606.935960765066
Italy,"Vegetables, fruit, nuts",203364.67142625106
Italy,Oil seeds,7613.8139737603815
Italy,Crops nec,24191.24524406099
Italy,Cattle,33610.767872129116
Italy,Meat animals nec,117683.91275371399
Italy,Animal products nec,25728.809770696873
Italy,Raw milk,30493.630330041982
Italy,"Products of forestry, logging and related services (02)",19802.189017904282
Italy,Fish and other fishing products; services incidental of fishing (05),5771.923847814689
Italy,"Coal, peat",6767.267833195019
Italy,"Crude petroleum and services related to crude oil extraction, excluding surveying",278473.8501448376
Italy,"Natural gas and services related to natural gas extraction, excluding surveying",298794.8500128692
Italy,Mining & Quarrying,49169.1835188985
Italy,Meat products,168686.0796323274
Italy,products of Vegetable oils and fats,16804.526998212954
Italy,Dairy products,36257.44184040942
Italy,"Other food, beverages, tobacco",686711.0226432799
Italy,"Textiles, apparel, furs, leather",181496.90021718398
Italy,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,109522.45375160256
Italy,Pulp,178638.59526876715
Italy,Paper and paper products,96147.15783355667
Italy,Printed matter and recorded media (22),127086.02896857227
Italy,Coke and Tar,5853.073183011574
Italy,Petroleum products,7126632.017394471
Italy,Nuclear fuel,1510.577535280252
Italy,"Plastics, basic",520742.1108047662
Italy,N-fertiliser,325.6095818491167
Italy,P- and other fertiliser,1169.7339824990922
Italy,Chemicals nec,253544.53490312584
Italy,Charcoal,48.717673895083834
Italy,Biofuels,1167.7193220544611
Italy,Rubber and plastic products (25),95784.45209157023
Italy,"Glass, tiles, ceramics, bricks",312425.377563791
Italy,"Cement, lime and plaster",214557.6685066655
Italy,Other non-metallic mineral products,178225.14401514042
Italy,Basic iron and steel and of ferro-alloys and first products thereof,474875.01569013053
Italy,Precious metals,17967.56011013202
Italy,Aluminium and aluminium products,44862.263140323215
Italy,Other metals and products thereof,87072.03145497508
Italy,"Secondary lead for treatment, Re-processing of secondary lead into new lead",57967.23834274258
Italy,Foundry work services,164683.23993528582
Italy,"Fabricated metal products, except machinery and equipment (28)",172471.35145063716
Italy,Machinery and equipment n.e.c. (29),10264.801282264412
Italy,Office machinery and computers (30),1658530.624318846
Italy,"Electrical machinery, audiovisual, and medical equipment",68476.57954151496
Italy,Vehicles and transport equipment,48317.72058481556
Italy,Furniture; other manufactured goods n.e.c. (36),86665.91326252763
Italy,Secondary raw materials,12358.885593642219
Italy,Electricity by coal,1501873.1353984398
Italy,Electricity by gas and petroleum products,1149669.8158200611
Italy,Electricity by nuclear,337.0216265982666
Italy,Electricity by hydro,388942.0276565541
Italy,Electricity by wind,814788.6992813738
Italy,Transmission and distribution of electricity,295541.501998722
Italy,"Produced gas (Gas works, Blast ovens, etc.)",5206.354250913118
Italy,Distribution services of gaseous fuels through mains,551807.9369047018
Italy,Steam and hot water supply services,36787.08577728504
Italy,"Collected and purified water, distribution services of water (41)",72705.36410988901
Italy,Construction work (45),1183991.5961060738
Italy,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",92146.47362983164
Italy,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",113036.35998704814
Italy,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",25331.462020517232
Italy,Hotel and restaurant services (55),464157.415387538
Italy,Railway transportation services,217343.3503446934
Italy,Other land transportation services,43300.223030449335
Italy,Transportation services via pipelines,36203.990913101356
Italy,Sea and coastal water transportation services,696262.4237808762
Italy,Inland water transportation services,144030.62703101637
Italy,Air transport services (62),520635.447234749
Italy,Supporting and auxiliary transport services; travel agency services (63),247380.47843670356
Italy,Post and telecommunication services (64),86004.16550318601
Italy,"Financial intermediation services, insurances",587426.1104403527
Italy,Real estate services (70),278504.86894092103
Italy,Renting services of machinery and equipment without operator and of personal and household goods (71),74318.21396503938
Italy,Computer and related services (72),87090.18140169067
Italy,Research and development services (73),191544.3361568438
Italy,Other business services (74),662552.0138310132
Italy,Public administration and defence services; compulsory social security services (75),197777.61133402283
Italy,Education services (80),111354.18868502238
Italy,Health and social work services (85),340503.2405678958
Italy,Waste incineration,126376.98099627737
Italy,Waste for treatment: biogasification and land application,178.03803352703977
Italy,Composting and land application,9520.278136024419
Italy,Landfill,8099.471097646841
Italy,Membership organisation services n.e.c. (91),50647.25648730101
Italy,"Recreational, cultural and sporting services (92)",101023.10790241224
Italy,Other services (93),72040.8673117417
Italy,Private households with employed persons (95),27861.0
Italy,Extra-territorial organizations and bodies,0.0
Germany,Paddy rice,0.0
Germany,Wheat,111.993711300226
Germany,Cereal grains nec,21863.642271911693
Germany,"Vegetables, fruit, nuts",993.983451991365
Germany,Oil seeds,40.99665536264
Germany,Crops nec,4238.249020903711
Germany,Cattle,91.29284995249951
Germany,Meat animals nec,6224.077573684521
Germany,Animal products nec,45.73309936448538
Germany,Raw milk,229.358050789287
Germany,"Products of forestry, logging and related services (02)",34241.61513604577
Germany,Fish and other fishing products; services incidental of fishing (05),9299.0
Germany,"Coal, peat",155101.66101712355
Germany,"Crude petroleum and services related to crude oil extraction, excluding surveying",110931.35217266087
Germany,"Natural gas and services related to natural gas extraction, excluding surveying",730518.6880565542
Germany,Mining & Quarrying,82242.35074694155
Germany,Meat products,491347.98630092974
Germany,products of Vegetable oils and fats,27515.29026060876
Germany,Dairy products,206249.92575551342
Germany,"Other food, beverages, tobacco",934776.016341351
Germany,"Textiles, apparel, furs, leather",93754.99433787314
Germany,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,307230.044785362
Germany,Pulp,400644.8803868274
Germany,Paper and paper products,232875.1660431942
Germany,Printed matter and recorded media (22),381594.89287989953
Germany,Coke and Tar,41556.89858909864
Germany,Petroleum products,10181382.143169051
Germany,Nuclear fuel,1397.0221778504538
Germany,"Plastics, basic",1868649.2503787407
Germany,N-fertiliser,2544.875129829306
Germany,P- and other fertiliser,60394.813067249146
Germany,Chemicals nec,696085.8764561762
Germany,Charcoal,0.0
Germany,Biofuels,43069.06462465551
Germany,Rubber and plastic products (25),122810.8619227183
Germany,"Glass, tiles, ceramics, bricks",293442.311896944
Germany,"Cement, lime and plaster",344519.3543348955
Germany,Other non-metallic mineral products,174781.1141595972
Germany,Basic iron and steel and of ferro-alloys and first products thereof,872316.2338697035
Germany,Precious metals,11183.58725641861
Germany,Aluminium and aluminium products,164768.35831367684
Germany,Other metals and products thereof,181290.81832259562
Germany,"Secondary lead for treatment, Re-processing of secondary lead into new lead",108496.7293858587
Germany,Foundry work services,242869.4937606991
Germany,"Fabricated metal products, except machinery and equipment (28)",285953.3672049034
Germany,Machinery and equipment n.e.c. (29),22403.431244031453
Germany,Office machinery and computers (30),272303.6156951922
Germany,"Electrical machinery, audiovisual, and medical equipment",256649.85628929705
Germany,Vehicles and transport equipment,349745.6969109379
Germany,Furniture; other manufactured goods n.e.c. (36),196223.54269784808
Germany,Secondary raw materials,177528.00115285904
Germany,Electricity by coal,2868520.791551592
Germany,Electricity by gas and petroleum products,396032.38879254815
Germany,Electricity by nuclear,76751.4485553356
Germany,Electricity by hydro,131219.51402910522
Germany,Electricity by wind,1344273.690379343
Germany,Transmission and distribution of electricity,607499.2714700964
Germany,"Produced gas (Gas works, Blast ovens, etc.)",124855.81100399348
Germany,Distribution services of gaseous fuels through mains,2180689.8004181553
Germany,Steam and hot water supply services,196701.83962568396
Germany,"Collected and purified water, distribution services of water (41)",264290.5273166281
Germany,Construction work (45),2691662.165661458
Germany,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",109762.01377585475
Germany,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",184293.0596940663
Germany,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",28475.90510552893
Germany,Hotel and restaurant services (55),235512.20143581904
Germany,Railway transportation services,163052.1894237582
Germany,Other land transportation services,100940.18039749411
Germany,Transportation services via pipelines,27801.9258398241
Germany,Sea and coastal water transportation services,4133962.506119554
Germany,Inland water transportation services,51662.077610614084
Germany,Air transport services (62),1943366.0722323877
Germany,Supporting and auxiliary transport services; travel agency services (63),417702.73227505584
Germany,Post and telecommunication services (64),135491.0783793871
Germany,"Financial intermediation services, insurances",365060.55918956985
Germany,Real estate services (70),950035.8099953323
Germany,Renting services of machinery and equipment without operator and of personal and household goods (71),292648.1850330415
Germany,Computer and related services (72),284382.4249158278
Germany,Research and development services (73),166013.09487675954
Germany,Other business services (74),1915803.583754445
Germany,Public administration and defence services; compulsory social security services (75),701744.4758428324
Germany,Education services (80),286755.8436425724
Germany,Health and social work services (85),983446.0002790439
Germany,Waste incineration,620701.2765682791
Germany,Waste for treatment: biogasification and land application,20456.221879437093
Germany,Composting and land application,109507.87430790848
Germany,Landfill,51748.71435687564
Germany,Membership organisation services n.e.c. (91),164218.9300433227
Germany,"Recreational, cultural and sporting services (92)",308345.53043737856
Germany,Other services (93),325382.77487332234
Germany,Private households with employed persons (95),6628.0
Germany,Extra-territorial organizations and bodies,0.0
Norway,Paddy rice,0.13217074614997576
Norway,Wheat,681.1219792359544
Norway,Cereal grains nec,1703.7046677271899
Norway,"Vegetables, fruit, nuts",9231.582414757046
Norway,Oil seeds,20.79843601547661
Norway,Crops nec,5761.391672653347
Norway,Cattle,2734.280530946045
Norway,Meat animals nec,3491.447934888564
Norway,Animal products nec,3917.46211965932
Norway,Raw milk,16371.092429910357
Norway,"Products of forestry, logging and related services (02)",16807.754226810208
Norway,Fish and other fishing products; services incidental of fishing (05),67318.34652476697
Norway,"Coal, peat",63689.558852123424
Norway,"Crude petroleum and services related to crude oil extraction, excluding surveying",3632835.9271585606
Norway,"Natural gas and services related to natural gas extraction, excluding surveying",4740201.662008553
Norway,Mining & Quarrying,16583.50557899235
Norway,Meat products,3482.4799344904122
Norway,products of Vegetable oils and fats,459.51067206132484
Norway,Dairy products,4574.995555195687
Norway,"Other food, beverages, tobacco",88930.98845978349
Norway,"Textiles, apparel, furs, leather",1394.2839711780114
Norway,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,18797.316260739048
Norway,Pulp,14131.559760912618
Norway,Paper and paper products,19120.986057174374
Norway,Printed matter and recorded media (22),8002.08831498598
Norway,Coke and Tar,309.1539137594714
Norway,Petroleum products,2277511.7523137187
Norway,Nuclear fuel,12.769688545016106
Norway,"Plastics, basic",245203.14708281815
Norway,N-fertiliser,723.1438183302932
Norway,P- and other fertiliser,27912.321925317803
Norway,Chemicals nec,93935.39401816874
Norway,Charcoal,12.3321876600086
Norway,Biofuels,2432.2384336292166
Norway,Rubber and plastic products (25),1345.7928170249063
Norway,"Glass, tiles, ceramics, bricks",13230.449797009791
Norway,"Cement, lime and plaster",12159.049091398429
Norway,Other non-metallic mineral products,24863.010036498737
Norway,Basic iron and steel and of ferro-alloys and first products thereof,59202.48621441715
Norway,Precious metals,5191.907365753101
Norway,Aluminium and aluminium products,172859.33200896226
Norway,Other metals and products thereof,51370.06144593384
Norway,"Secondary lead for treatment, Re-processing of secondary lead into new lead",2863.990455063908
Norway,Foundry work services,9853.833506546049
Norway,"Fabricated metal products, except machinery and equipment (28)",142323.0594346236
Norway,Machinery and equipment n.e.c. (29),16767.98420310845
Norway,Office machinery and computers (30),275690.8368982563
Norway,"Electrical machinery, audiovisual, and medical equipment",365714.01822937303
Norway,Vehicles and transport equipment,30638.683286524472
Norway,Furniture; other manufactured goods n.e.c. (36),209219.62445914763
Norway,Secondary raw materials,2833.0817996851447
Norway,Electricity by coal,1.8580095996929997
Norway,Electricity by gas and petroleum products,6194.44949385044
Norway,Electricity by nuclear,0.0
Norway,Electricity by hydro,1131846.8891241367
Norway,Electricity by wind,30695.245792868333
Norway,Transmission and distribution of electricity,252.78418253864
Norway,"Produced gas (Gas works, Blast ovens, etc.)",8406.14386791746
Norway,Distribution services of gaseous fuels through mains,15489.46268852494
Norway,Steam and hot water supply services,111988.33465958103
Norway,"Collected and purified water, distribution services of water (41)",4670.860441107772
Norway,Construction work (45),48213.140215783
Norway,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries, fuel stations",73364.94156835353
Norway,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1588.5807820020964
Norway,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",56181.18290025092
Norway,Hotel and restaurant services (55),65567.80875984012
Norway,Railway transportation services,17990.366417398152
Norway,Other land transportation services,87335.80671121886
Norway,Transportation services via pipelines,11477.271385161002
Norway,Sea and coastal water transportation services,1019758.1764775979
Norway,Inland water transportation services,131863.7896384338
Norway,Air transport services (62),176635.21915811562
Norway,Supporting and auxiliary transport services; travel agency services (63),6602.045871377586
Norway,Post and telecommunication services (64),804.387974796218
Norway,"Financial intermediation services, insurances",19493.18360239752
Norway,Real estate services (70),85739.43465532536
Norway,Renting services of machinery and equipment without operator and of personal and household goods (71),159228.5849826962
Norway,Computer and related services (72),6234.6775928643565
Norway,Research and development services (73),93.437494294314
Norway,Other business services (74),127412.23457337583
Norway,Public administration and defence services; compulsory social security services (75),98716.86489247228
Norway,Education services (80),45632.95896657652
Norway,Health and social work services (85),55428.25595843863
Norway,Waste incineration,30411.237699729998
Norway,Waste for treatment: biogasification and land application,0.0
Norway,Composting and land application,862.8604822792261
Norway,Landfill,509.43108807662395
Norway,Membership organisation services n.e.c. (91),6040.0
Norway,"Recreational, cultural and sporting services (92)",12842.307247490431
Norway,Other services (93),5340.352518238375
Norway,Private households with employed persons (95),0.0
Norway,Extra-territorial organizations and bodies,0.0
Spain,Paddy rice,1392.0543167478668
Spain,Wheat,26936.932629946023
Spain,Cereal grains nec,22616.94537066443
Spain,"Vegetables, fruit, nuts",184847.4814145777
Spain,Oil seeds,25375.266068562953
Spain,Crops nec,10574.039124490655
Spain,Cattle,7303.1480644972835
Spain,Meat animals nec,42747.085482660135
Spain,Animal products nec,57749.16567932557
Spain,Raw milk,28186.74343109206
Spain,"Products of forestry, logging and related services (02)",46068.61724753551
Spain,Fish and other fishing products; services incidental of fishing (05),72664.85455836909
Spain,"Coal, peat",54440.54817728529
Spain,"Crude petroleum and services related to crude oil extraction, excluding surveying",24658.568860644635
Spain,"Natural gas and services related to natural gas extraction, excluding surveying",416620.67919929075
Spain,Mining & Quarrying,64207.689667725565
Spain,Meat products,108495.19359306575
Spain,products of Vegetable oils and fats,16264.09338883637
Spain,Dairy products,14493.802277920444
Spain,"Other food, beverages, tobacco",688630.1415998307
Spain,"Textiles, apparel, furs, leather",93886.15773654272
Spain,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials,186702.80113383025
Spain,Pulp,72851.87462074871
Spain,Paper and paper products,178735.1490964527
Spain,Printed matter and recorded media (22),79717.6964322101
Spain,Coke and Tar,12068.902027527074
Spain,Petroleum products,7769486.94560672
Spain,Nuclear fuel,7497.868922890804
Spain,"Plastics, basic",580628.1780834846
Spain,N-fertiliser,8561.189826371243
Spain,P- and other fertiliser,12226.494456535685
Spain,Chemicals nec,183125.4288261752
Spain,Charcoal,384.71554811002045
Spain,Biofuels,6113.003853797696
Spain,Rubber and plastic products (25),87222.9656493949
Spain,"Glass, tiles, ceramics, bricks",332442.76189127227
Spain,"Cement, lime and plaster",320353.0060361411
Spain,Other non-metallic mineral products,367604.91025664855
